,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
754,Hb7mHNnGD0dyJs2hScihOA,Amici Restaurant and Lounge,13000 Royalton Rd,North Royalton,OH,44133,41.3143016864,-81.784687154,4.0,29,1,"{'GoodForDancing': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'RestaurantsReservations': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'paid'"", 'RestaurantsAttire': ""'casual'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True', 'HappyHour': 'True', 'HasTV': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}""}","Restaurants, Italian, Burgers, Caterers, Food, Lounges, Beer, Wine & Spirits, Nightlife, Bars, Event Planning & Services","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0'}"
821,TlFowSzpX0k-urEBJlT8UA,O'Charley's Restaurant & Bar,283 Howe Ave,Cuyahoga Falls,OH,44221,41.1196916,-81.4822136,3.0,80,1,"{'WiFi': ""u'free'"", 'BikeParking': 'True', 'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '2', 'Caters': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': False}"", 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'True', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTableService': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}"", 'HappyHour': 'True', 'DriveThru': 'False'}","Burgers, Breakfast & Brunch, American (Traditional), Restaurants, American (New), Southern","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '10:30-21:0'}"
838,Hl_RQeOOaEjWvO7eGkb1Lg,Burger King,36240 Detroit Rd,Avon,OH,44011,41.4585553,-82.0250287,1.5,5,1,"{'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'None'}","Restaurants, Burgers, Fast Food, Hot Dogs, Food",
941,nrxmMlgoiScXTLIGzv3o5Q,Wendy's,515 E. Main Street,Kent,OH,44240,41.154107,-81.350693,1.5,15,1,"{'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'WiFi': ""u'no'"", 'Alcohol': ""u'none'"", 'BikeParking': 'False', 'NoiseLevel': ""u'quiet'"", 'OutdoorSeating': 'False', 'GoodForKids': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""u'casual'"", 'Caters': 'False', 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Fast Food, Burgers, Restaurants","{'Monday': '10:30-0:0', 'Tuesday': '10:30-0:0', 'Wednesday': '10:30-0:0', 'Thursday': '10:30-0:0', 'Friday': '10:30-0:0', 'Saturday': '10:30-0:0', 'Sunday': '10:30-0:0'}"
985,fiRbomFAAtfTYOTTtnDUcA,Caliente Pizza & Drafthouse,4624 Liberty Ave,Pittsburgh,PA,15224,40.4620358,-79.9501025,3.0,309,1,"{'Alcohol': ""u'full_bar'"", 'RestaurantsAttire': ""u'casual'"", 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'DriveThru': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'RestaurantsTableService': 'True', 'BikeParking': 'True', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'False', 'HasTV': 'True', 'GoodForKids': 'False', 'OutdoorSeating': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'WiFi': ""u'free'"", 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsBitcoin': 'False', 'Smoking': ""u'no'"", 'HappyHour': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'CoatCheck': 'False', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", 'GoodForDancing': 'False', 'DogsAllowed': 'False', 'Caters': 'True'}","Salad, Chicken Wings, Pizza, Food, Restaurants, Nightlife, Burgers, Sandwiches, Cocktail Bars, Bars, Beer Bar","{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-2:0'}"
1008,lT4-nAyBJE2NJvi_dGwU5Q,Wendy's,743 W. Main St.,Sun Prairie,WI,53590,43.181679,-89.2258822,1.5,7,1,"{'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'Alcohol': ""u'none'"", 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'False', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True'}","Fast Food, Restaurants, Burgers","{'Monday': '10:0-0:0', 'Tuesday': '10:0-0:0', 'Wednesday': '10:0-0:0', 'Thursday': '10:0-0:0', 'Friday': '10:0-0:0', 'Saturday': '10:0-0:0', 'Sunday': '10:0-0:0'}"
1045,avgWQOnKiRAoJiG4RMDeiQ,Burger King,810 North Main Street,Oregon,WI,53575,42.9384063,-89.3829513,2.0,13,1,"{'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False'}","Burgers, Fast Food, Restaurants",
1075,8GHYb_wgp2eYPHsNvWrOVQ,Arby's,15112 Pearl Rd,Strongsville,OH,44136,41.3056142,-81.8357297,2.5,7,1,"{'NoiseLevel': ""u'quiet'"", 'RestaurantsPriceRange2': '1', 'HasTV': 'True'}","Sandwiches, Fast Food, Restaurants, Burgers",
1096,XcBRdmFOBEKmgKbPvz5s0g,Burger King,1901 Route 286,Pittsburgh,PA,15239,40.4512282576,-79.7139899088,2.0,3,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsPriceRange2': '1', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True'}","Restaurants, Fast Food, Burgers","{'Monday': '6:0-22:0', 'Tuesday': '6:0-22:0', 'Wednesday': '6:0-22:0', 'Thursday': '6:0-22:0', 'Friday': '6:0-22:0', 'Saturday': '6:0-22:0', 'Sunday': '6:0-22:0'}"
1099,ObNQVg_ohRVLex4ppmMC5w,Sonic Drive-In,101 Calvin St,Savoy,IL,61874,40.0583619,-88.251398,3.5,13,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'False', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'NoiseLevel': ""'average'"", 'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '1', 'WiFi': ""'paid'"", 'Alcohol': ""u'none'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsTableService': 'False', 'HasTV': 'True'}","Fast Food, Food, Ice Cream & Frozen Yogurt, Burgers, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '6:0-14:0', 'Wednesday': '8:0-22:0', 'Thursday': '6:0-22:0', 'Friday': '6:0-0:0', 'Saturday': '6:0-0:0', 'Sunday': '8:0-22:0'}"
1118,tFuWPheGlUElFlWUTLSUjA,Bishop's Pizza,1811-A Golden Mile Hwy,Plum,PA,15239,40.4472167,-79.7144823,4.0,13,1,"{'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'False', 'OutdoorSeating': 'False', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'False'}","Pizza, Restaurants, Burgers","{'Monday': '15:30-20:30', 'Tuesday': '11:0-20:30', 'Wednesday': '11:0-20:30', 'Thursday': '11:0-20:30', 'Friday': '11:0-21:30', 'Saturday': '11:0-21:30'}"
1178,hkfWMXaGA4_-cs0NJmlv4Q,Caddyshack Inn,1429 W 130 St Hinckley,Brunswick,OH,44212,41.2371825,-81.7844052,4.5,21,1,"{'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""'casual'"", 'OutdoorSeating': 'True', 'HasTV': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsReservations': 'False', 'Alcohol': ""u'full_bar'"", 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsGoodForGroups': 'False', 'RestaurantsPriceRange2': '1', 'GoodForKids': 'False', 'NoiseLevel': ""u'average'"", 'BikeParking': 'True'}","Nightlife, Bars, Burgers, Dive Bars, Restaurants",
1194,fqeHgAtcUxp2ocf_RLErkg,Mr. Brews Taphouse-West Madison,"610 Junction Rd, Ste 107",Madison,WI,53717,43.0733000354,-89.5266863331,4.0,109,1,"{'HappyHour': 'True', 'RestaurantsReservations': 'False', 'WiFi': ""u'free'"", 'OutdoorSeating': 'True', 'GoodForDancing': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'DriveThru': 'False', 'Music': ""{'dj': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Caters': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'CoatCheck': 'False', 'Smoking': ""u'no'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'BusinessAcceptsBitcoin': 'False', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': True}"", 'RestaurantsTableService': 'True', 'BikeParking': 'True', 'Alcohol': ""u'full_bar'"", 'DogsAllowed': 'True', 'RestaurantsDelivery': 'True', 'HasTV': 'True'}","Burgers, Bars, Restaurants, American (New), Pubs, Nightlife","{'Monday': '0:0-0:0', 'Tuesday': '11:0-16:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-23:0'}"
1306,CxvirkRLRYaspG6GKn73YQ,McDonald's,22801 Emery Rd,Warrensville Heights,OH,44128,41.4352392,-81.5187796,1.0,4,0,"{'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'False', 'OutdoorSeating': 'False', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Alcohol': ""u'none'"", 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True'}","Burgers, Food, Restaurants, Coffee & Tea, Fast Food","{'Monday': '5:30-23:0', 'Tuesday': '5:30-23:0', 'Wednesday': '5:30-23:0', 'Thursday': '5:30-23:0', 'Friday': '5:30-23:0', 'Saturday': '6:0-23:0', 'Sunday': '6:0-23:0'}"
1319,rFRNjwr6Z3r4agQG-LtluA,FlipSide,44 N Main St,Chagrin Falls,OH,44022,41.4308030774,-81.3910149708,4.0,182,1,"{'OutdoorSeating': 'True', 'BikeParking': 'True', 'WiFi': ""u'free'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsBitcoin': 'False', 'Caters': 'True', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Alcohol': ""u'full_bar'"", 'GoodForKids': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True', 'Smoking': ""u'no'"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'CoatCheck': 'False', 'NoiseLevel': ""'average'"", 'RestaurantsDelivery': 'False', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'GoodForDancing': 'False'}","Beer Bar, Restaurants, Cocktail Bars, Nightlife, Burgers, Food, Juice Bars & Smoothies, American (New), Bars, Sandwiches","{'Monday': '11:30-22:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-23:0', 'Saturday': '11:30-23:0', 'Sunday': '11:30-20:30'}"
1323,DY0svJCn6a6oNWbJzqaVoA,Dairy Queen,641 Hilliard Rd,Elyria,OH,44035,41.3888058344,-82.0790523773,3.0,4,1,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'WiFi': ""'no'"", 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Food, Ice Cream & Frozen Yogurt, Fast Food, Restaurants, Burgers","{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-21:30', 'Saturday': '11:0-21:30', 'Sunday': '11:0-21:30'}"
1328,JO5_Frcbp9J732VNn-I3Ew,Steak ’n Shake,3316 Center Rd,Brunswick,OH,44212,41.2377899,-81.8060022,2.0,55,0,"{'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'False', 'NoiseLevel': ""u'average'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'False', 'Alcohol': ""u'none'"", 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'False', 'WiFi': ""'free'"", 'BikeParking': 'True', 'RestaurantsReservations': 'False', 'DriveThru': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}""}","Diners, American (New), Burgers, Restaurants, Fast Food, American (Traditional), Breakfast & Brunch","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
1344,0DeOsUXPoxtfCzHJg76R-Q,Burger King,616 West Broad Street,Elyria,OH,44035,41.36738,-82.110874,3.0,4,1,"{'Alcohol': ""u'none'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'BikeParking': 'False', 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'True'}","Fast Food, Restaurants, Burgers","{'Monday': '6:0-22:0', 'Tuesday': '6:0-22:0', 'Wednesday': '6:0-22:0', 'Thursday': '6:0-22:0', 'Friday': '6:0-22:0', 'Saturday': '6:0-22:0', 'Sunday': '7:0-22:0'}"
1446,qELIf4gzE_vlteu7pO7TZg,Atria's Restaurant,103 Federal St,Pittsburgh,PA,15212,40.4470921252,-80.004046381,3.0,94,0,"{'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': True}"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsAttire': ""u'casual'"", 'Caters': 'True', 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'True', 'HasTV': 'True', 'WiFi': ""u'free'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'DriveThru': 'False', 'RestaurantsReservations': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}""}","Caterers, American (New), Nightlife, Restaurants, Bars, Sandwiches, Seafood, Italian, Event Planning & Services, American (Traditional), Salad, Steakhouses, Burgers","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '10:0-20:0'}"
1515,Z2DfSarCDPuE8u10MlWjog,Burgers 2 Beer,30480 Lake Shore Blvd,Willowick,OH,44095,41.6390798,-81.4745512,4.0,8,0,"{'NoiseLevel': ""'average'"", 'HasTV': 'True', 'CoatCheck': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'HappyHour': 'True', 'WiFi': ""'no'"", 'Music': ""{'dj': False}"", 'RestaurantsPriceRange2': '2', 'DriveThru': 'False', 'RestaurantsAttire': ""'casual'"", 'BikeParking': 'True', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'Smoking': ""u'outdoor'"", 'GoodForDancing': 'True', 'RestaurantsTableService': 'True', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""'full_bar'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsReservations': 'False', 'Caters': 'False'}","Burgers, Restaurants",
1547,en2o4Y4kdDHIDc5P82EXBw,Simply Greek,33700 Aurora Rd,Solon,OH,44139,41.3846181,-81.4391071,4.5,188,1,"{'BusinessAcceptsBitcoin': 'False', 'BikeParking': 'True', 'NoiseLevel': ""u'average'"", 'WheelchairAccessible': 'True', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsAttire': ""'casual'"", 'DogsAllowed': 'False', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'free'"", 'RestaurantsTableService': 'False', 'RestaurantsReservations': 'False', 'DriveThru': 'False', 'Alcohol': ""u'none'"", 'Caters': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'HappyHour': 'False', 'HasTV': 'True', 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'False', 'BYOB': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Corkage': 'False'}","Mediterranean, Greek, Event Planning & Services, Burgers, Caterers, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0'}"
